code,name,level,parent_code,full_name,sort_order
CN,中国,country,,中国,1
11,北京市,province,CN,中国北京市,11
12,天津市,province,CN,中国天津市,12
13,河北省,province,CN,中国河北省,13
14,山西省,province,CN,中国山西省,14
15,内蒙古自治区,province,CN,中国内蒙古自治区,15
21,辽宁省,province,CN,中国辽宁省,21
22,吉林省,province,CN,中国吉林省,22
23,黑龙江省,province,CN,中国黑龙江省,23
31,上海市,province,CN,中国上海市,31
32,江苏省,province,CN,中国江苏省,32
33,浙江省,province,CN,中国浙江省,33
34,安徽省,province,CN,中国安徽省,34
35,福建省,province,CN,中国福建省,35
36,江西省,province,CN,中国江西省,36
37,山东省,province,CN,中国山东省,37
41,河南省,province,CN,中国河南省,41
42,湖北省,province,CN,中国湖北省,42
43,湖南省,province,CN,中国湖南省,43
44,广东省,province,CN,中国广东省,44
45,广西壮族自治区,province,CN,中国广西壮族自治区,45
46,海南省,province,CN,中国海南省,46
50,重庆市,province,CN,中国重庆市,50
51,四川省,province,CN,中国四川省,51
52,贵州省,province,CN,中国贵州省,52
53,云南省,province,CN,中国云南省,53
54,西藏自治区,province,CN,中国西藏自治区,54
61,陕西省,province,CN,中国陕西省,61
62,甘肃省,province,CN,中国甘肃省,62
63,青海省,province,CN,中国青海省,63
64,宁夏回族自治区,province,CN,中国宁夏回族自治区,64
65,新疆维吾尔自治区,province,CN,中国新疆维吾尔自治区,65
1101,市辖区,city,11,中国北京市市辖区,1101
1201,市辖区,city,12,中国天津市市辖区,1201
1301,石家庄市,city,13,中国河北省石家庄市,1301
1302,唐山市,city,13,中国河北省唐山市,1302
1303,秦皇岛市,city,13,中国河北省秦皇岛市,1303
1304,邯郸市,city,13,中国河北省邯郸市,1304
1305,邢台市,city,13,中国河北省邢台市,1305
1306,保定市,city,13,中国河北省保定市,1306
1307,张家口市,city,13,中国河北省张家口市,1307
1308,承德市,city,13,中国河北省承德市,1308
1309,沧州市,city,13,中国河北省沧州市,1309
1310,廊坊市,city,13,中国河北省廊坊市,1310
1311,衡水市,city,13,中国河北省衡水市,1311
1401,太原市,city,14,中国山西省太原市,1401
1402,大同市,city,14,中国山西省大同市,1402
1403,阳泉市,city,14,中国山西省阳泉市,1403
1404,长治市,city,14,中国山西省长治市,1404
1405,晋城市,city,14,中国山西省晋城市,1405
1406,朔州市,city,14,中国山西省朔州市,1406
1407,晋中市,city,14,中国山西省晋中市,1407
1408,运城市,city,14,中国山西省运城市,1408
1409,忻州市,city,14,中国山西省忻州市,1409
1410,临汾市,city,14,中国山西省临汾市,1410
1411,吕梁市,city,14,中国山西省吕梁市,1411
1501,呼和浩特市,city,15,中国内蒙古自治区呼和浩特市,1501
1502,包头市,city,15,中国内蒙古自治区包头市,1502
1503,乌海市,city,15,中国内蒙古自治区乌海市,1503
1504,赤峰市,city,15,中国内蒙古自治区赤峰市,1504
1505,通辽市,city,15,中国内蒙古自治区通辽市,1505
1506,鄂尔多斯市,city,15,中国内蒙古自治区鄂尔多斯市,1506
1507,呼伦贝尔市,city,15,中国内蒙古自治区呼伦贝尔市,1507
1508,巴彦淖尔市,city,15,中国内蒙古自治区巴彦淖尔市,1508
1509,乌兰察布市,city,15,中国内蒙古自治区乌兰察布市,1509
1522,兴安盟,city,15,中国内蒙古自治区兴安盟,1522
1525,锡林郭勒盟,city,15,中国内蒙古自治区锡林郭勒盟,1525
1529,阿拉善盟,city,15,中国内蒙古自治区阿拉善盟,1529
2101,沈阳市,city,21,中国辽宁省沈阳市,2101
2102,大连市,city,21,中国辽宁省大连市,2102
2103,鞍山市,city,21,中国辽宁省鞍山市,2103
2104,抚顺市,city,21,中国辽宁省抚顺市,2104
2105,本溪市,city,21,中国辽宁省本溪市,2105
2106,丹东市,city,21,中国辽宁省丹东市,2106
2107,锦州市,city,21,中国辽宁省锦州市,2107
2108,营口市,city,21,中国辽宁省营口市,2108
2109,阜新市,city,21,中国辽宁省阜新市,2109
2110,辽阳市,city,21,中国辽宁省辽阳市,2110
2111,盘锦市,city,21,中国辽宁省盘锦市,2111
2112,铁岭市,city,21,中国辽宁省铁岭市,2112
2113,朝阳市,city,21,中国辽宁省朝阳市,2113
2114,葫芦岛市,city,21,中国辽宁省葫芦岛市,2114
2201,长春市,city,22,中国吉林省长春市,2201
2202,吉林市,city,22,中国吉林省吉林市,2202
2203,四平市,city,22,中国吉林省四平市,2203
2204,辽源市,city,22,中国吉林省辽源市,2204
2205,通化市,city,22,中国吉林省通化市,2205
2206,白山市,city,22,中国吉林省白山市,2206
2207,松原市,city,22,中国吉林省松原市,2207
2208,白城市,city,22,中国吉林省白城市,2208
2224,延边朝鲜族自治州,city,22,中国吉林省延边朝鲜族自治州,2224
2301,哈尔滨市,city,23,中国黑龙江省哈尔滨市,2301
2302,齐齐哈尔市,city,23,中国黑龙江省齐齐哈尔市,2302
2303,鸡西市,city,23,中国黑龙江省鸡西市,2303
2304,鹤岗市,city,23,中国黑龙江省鹤岗市,2304
2305,双鸭山市,city,23,中国黑龙江省双鸭山市,2305
2306,大庆市,city,23,中国黑龙江省大庆市,2306
2307,伊春市,city,23,中国黑龙江省伊春市,2307
2308,佳木斯市,city,23,中国黑龙江省佳木斯市,2308
2309,七台河市,city,23,中国黑龙江省七台河市,2309
2310,牡丹江市,city,23,中国黑龙江省牡丹江市,2310
2311,黑河市,city,23,中国黑龙江省黑河市,2311
2312,绥化市,city,23,中国黑龙江省绥化市,2312
2327,大兴安岭地区,city,23,中国黑龙江省大兴安岭地区,2327
3101,市辖区,city,31,中国上海市市辖区,3101
3201,南京市,city,32,中国江苏省南京市,3201
3202,无锡市,city,32,中国江苏省无锡市,3202
3203,徐州市,city,32,中国江苏省徐州市,3203
3204,常州市,city,32,中国江苏省常州市,3204
3205,苏州市,city,32,中国江苏省苏州市,3205
3206,南通市,city,32,中国江苏省南通市,3206
3207,连云港市,city,32,中国江苏省连云港市,3207
3208,淮安市,city,32,中国江苏省淮安市,3208
3209,盐城市,city,32,中国江苏省盐城市,3209
3210,扬州市,city,32,中国江苏省扬州市,3210
3211,镇江市,city,32,中国江苏省镇江市,3211
3212,泰州市,city,32,中国江苏省泰州市,3212
3213,宿迁市,city,32,中国江苏省宿迁市,3213
3301,杭州市,city,33,中国浙江省杭州市,3301
3302,宁波市,city,33,中国浙江省宁波市,3302
3303,温州市,city,33,中国浙江省温州市,3303
3304,嘉兴市,city,33,中国浙江省嘉兴市,3304
3305,湖州市,city,33,中国浙江省湖州市,3305
3306,绍兴市,city,33,中国浙江省绍兴市,3306
3307,金华市,city,33,中国浙江省金华市,3307
3308,衢州市,city,33,中国浙江省衢州市,3308
3309,舟山市,city,33,中国浙江省舟山市,3309
3310,台州市,city,33,中国浙江省台州市,3310
3311,丽水市,city,33,中国浙江省丽水市,3311
3401,合肥市,city,34,中国安徽省合肥市,3401
3402,芜湖市,city,34,中国安徽省芜湖市,3402
3403,蚌埠市,city,34,中国安徽省蚌埠市,3403
3404,淮南市,city,34,中国安徽省淮南市,3404
3405,马鞍山市,city,34,中国安徽省马鞍山市,3405
3406,淮北市,city,34,中国安徽省淮北市,3406
3407,铜陵市,city,34,中国安徽省铜陵市,3407
3408,安庆市,city,34,中国安徽省安庆市,3408
3410,黄山市,city,34,中国安徽省黄山市,3410
3411,滁州市,city,34,中国安徽省滁州市,3411
3412,阜阳市,city,34,中国安徽省阜阳市,3412
3413,宿州市,city,34,中国安徽省宿州市,3413
3415,六安市,city,34,中国安徽省六安市,3415
3416,亳州市,city,34,中国安徽省亳州市,3416
3417,池州市,city,34,中国安徽省池州市,3417
3418,宣城市,city,34,中国安徽省宣城市,3418
3501,福州市,city,35,中国福建省福州市,3501
3502,厦门市,city,35,中国福建省厦门市,3502
3503,莆田市,city,35,中国福建省莆田市,3503
3504,三明市,city,35,中国福建省三明市,3504
3505,泉州市,city,35,中国福建省泉州市,3505
3506,漳州市,city,35,中国福建省漳州市,3506
3507,南平市,city,35,中国福建省南平市,3507
3508,龙岩市,city,35,中国福建省龙岩市,3508
3509,宁德市,city,35,中国福建省宁德市,3509
3601,南昌市,city,36,中国江西省南昌市,3601
3602,景德镇市,city,36,中国江西省景德镇市,3602
3603,萍乡市,city,36,中国江西省萍乡市,3603
3604,九江市,city,36,中国江西省九江市,3604
3605,新余市,city,36,中国江西省新余市,3605
3606,鹰潭市,city,36,中国江西省鹰潭市,3606
3607,赣州市,city,36,中国江西省赣州市,3607
3608,吉安市,city,36,中国江西省吉安市,3608
3609,宜春市,city,36,中国江西省宜春市,3609
3610,抚州市,city,36,中国江西省抚州市,3610
3611,上饶市,city,36,中国江西省上饶市,3611
3701,济南市,city,37,中国山东省济南市,3701
3702,青岛市,city,37,中国山东省青岛市,3702
3703,淄博市,city,37,中国山东省淄博市,3703
3704,枣庄市,city,37,中国山东省枣庄市,3704
3705,东营市,city,37,中国山东省东营市,3705
3706,烟台市,city,37,中国山东省烟台市,3706
3707,潍坊市,city,37,中国山东省潍坊市,3707
3708,济宁市,city,37,中国山东省济宁市,3708
3709,泰安市,city,37,中国山东省泰安市,3709
3710,威海市,city,37,中国山东省威海市,3710
3711,日照市,city,37,中国山东省日照市,3711
3713,临沂市,city,37,中国山东省临沂市,3713
3714,德州市,city,37,中国山东省德州市,3714
3715,聊城市,city,37,中国山东省聊城市,3715
3716,滨州市,city,37,中国山东省滨州市,3716
3717,菏泽市,city,37,中国山东省菏泽市,3717
4101,郑州市,city,41,中国河南省郑州市,4101
4102,开封市,city,41,中国河南省开封市,4102
4103,洛阳市,city,41,中国河南省洛阳市,4103
4104,平顶山市,city,41,中国河南省平顶山市,4104
4105,安阳市,city,41,中国河南省安阳市,4105
4106,鹤壁市,city,41,中国河南省鹤壁市,4106
4107,新乡市,city,41,中国河南省新乡市,4107
4108,焦作市,city,41,中国河南省焦作市,4108
4109,濮阳市,city,41,中国河南省濮阳市,4109
4110,许昌市,city,41,中国河南省许昌市,4110
4111,漯河市,city,41,中国河南省漯河市,4111
4112,三门峡市,city,41,中国河南省三门峡市,4112
4113,南阳市,city,41,中国河南省南阳市,4113
4114,商丘市,city,41,中国河南省商丘市,4114
4115,信阳市,city,41,中国河南省信阳市,4115
4116,周口市,city,41,中国河南省周口市,4116
4117,驻马店市,city,41,中国河南省驻马店市,4117
4190,省直辖县级行政区划,city,41,中国河南省省直辖县级行政区划,4190
4201,武汉市,city,42,中国湖北省武汉市,4201
4202,黄石市,city,42,中国湖北省黄石市,4202
4203,十堰市,city,42,中国湖北省十堰市,4203
4205,宜昌市,city,42,中国湖北省宜昌市,4205
4206,襄阳市,city,42,中国湖北省襄阳市,4206
4207,鄂州市,city,42,中国湖北省鄂州市,4207
4208,荆门市,city,42,中国湖北省荆门市,4208
4209,孝感市,city,42,中国湖北省孝感市,4209
4210,荆州市,city,42,中国湖北省荆州市,4210
4211,黄冈市,city,42,中国湖北省黄冈市,4211
4212,咸宁市,city,42,中国湖北省咸宁市,4212
4213,随州市,city,42,中国湖北省随州市,4213
4228,恩施土家族苗族自治州,city,42,中国湖北省恩施土家族苗族自治州,4228
4290,省直辖县级行政区划,city,42,中国湖北省省直辖县级行政区划,4290
4301,长沙市,city,43,中国湖南省长沙市,4301
4302,株洲市,city,43,中国湖南省株洲市,4302
4303,湘潭市,city,43,中国湖南省湘潭市,4303
4304,衡阳市,city,43,中国湖南省衡阳市,4304
4305,邵阳市,city,43,中国湖南省邵阳市,4305
4306,岳阳市,city,43,中国湖南省岳阳市,4306
4307,常德市,city,43,中国湖南省常德市,4307
4308,张家界市,city,43,中国湖南省张家界市,4308
4309,益阳市,city,43,中国湖南省益阳市,4309
4310,郴州市,city,43,中国湖南省郴州市,4310
4311,永州市,city,43,中国湖南省永州市,4311
4312,怀化市,city,43,中国湖南省怀化市,4312
4313,娄底市,city,43,中国湖南省娄底市,4313
4331,湘西土家族苗族自治州,city,43,中国湖南省湘西土家族苗族自治州,4331
4401,广州市,city,44,中国广东省广州市,4401
4402,韶关市,city,44,中国广东省韶关市,4402
4403,深圳市,city,44,中国广东省深圳市,4403
4404,珠海市,city,44,中国广东省珠海市,4404
4405,汕头市,city,44,中国广东省汕头市,4405
4406,佛山市,city,44,中国广东省佛山市,4406
4407,江门市,city,44,中国广东省江门市,4407
4408,湛江市,city,44,中国广东省湛江市,4408
4409,茂名市,city,44,中国广东省茂名市,4409
4412,肇庆市,city,44,中国广东省肇庆市,4412
4413,惠州市,city,44,中国广东省惠州市,4413
4414,梅州市,city,44,中国广东省梅州市,4414
4415,汕尾市,city,44,中国广东省汕尾市,4415
4416,河源市,city,44,中国广东省河源市,4416
4417,阳江市,city,44,中国广东省阳江市,4417
4418,清远市,city,44,中国广东省清远市,4418
4419,东莞市,city,44,中国广东省东莞市,4419
4420,中山市,city,44,中国广东省中山市,4420
4451,潮州市,city,44,中国广东省潮州市,4451
4452,揭阳市,city,44,中国广东省揭阳市,4452
4453,云浮市,city,44,中国广东省云浮市,4453
4501,南宁市,city,45,中国广西壮族自治区南宁市,4501
4502,柳州市,city,45,中国广西壮族自治区柳州市,4502
4503,桂林市,city,45,中国广西壮族自治区桂林市,4503
4504,梧州市,city,45,中国广西壮族自治区梧州市,4504
4505,北海市,city,45,中国广西壮族自治区北海市,4505
4506,防城港市,city,45,中国广西壮族自治区防城港市,4506
4507,钦州市,city,45,中国广西壮族自治区钦州市,4507
4508,贵港市,city,45,中国广西壮族自治区贵港市,4508
4509,玉林市,city,45,中国广西壮族自治区玉林市,4509
4510,百色市,city,45,中国广西壮族自治区百色市,4510
4511,贺州市,city,45,中国广西壮族自治区贺州市,4511
4512,河池市,city,45,中国广西壮族自治区河池市,4512
4513,来宾市,city,45,中国广西壮族自治区来宾市,4513
4514,崇左市,city,45,中国广西壮族自治区崇左市,4514
4601,海口市,city,46,中国海南省海口市,4601
4602,三亚市,city,46,中国海南省三亚市,4602
4603,三沙市,city,46,中国海南省三沙市,4603
4604,儋州市,city,46,中国海南省儋州市,4604
4690,省直辖县级行政区划,city,46,中国海南省省直辖县级行政区划,4690
5001,市辖区,city,50,中国重庆市市辖区,5001
5002,县,city,50,中国重庆市县,5002
5101,成都市,city,51,中国四川省成都市,5101
5103,自贡市,city,51,中国四川省自贡市,5103
5104,攀枝花市,city,51,中国四川省攀枝花市,5104
5105,泸州市,city,51,中国四川省泸州市,5105
5106,德阳市,city,51,中国四川省德阳市,5106
5107,绵阳市,city,51,中国四川省绵阳市,5107
5108,广元市,city,51,中国四川省广元市,5108
5109,遂宁市,city,51,中国四川省遂宁市,5109
5110,内江市,city,51,中国四川省内江市,5110
5111,乐山市,city,51,中国四川省乐山市,5111
5113,南充市,city,51,中国四川省南充市,5113
5114,眉山市,city,51,中国四川省眉山市,5114
5115,宜宾市,city,51,中国四川省宜宾市,5115
5116,广安市,city,51,中国四川省广安市,5116
5117,达州市,city,51,中国四川省达州市,5117
5118,雅安市,city,51,中国四川省雅安市,5118
5119,巴中市,city,51,中国四川省巴中市,5119
5120,资阳市,city,51,中国四川省资阳市,5120
5132,阿坝藏族羌族自治州,city,51,中国四川省阿坝藏族羌族自治州,5132
5133,甘孜藏族自治州,city,51,中国四川省甘孜藏族自治州,5133
5134,凉山彝族自治州,city,51,中国四川省凉山彝族自治州,5134
5201,贵阳市,city,52,中国贵州省贵阳市,5201
5202,六盘水市,city,52,中国贵州省六盘水市,5202
5203,遵义市,city,52,中国贵州省遵义市,5203
5204,安顺市,city,52,中国贵州省安顺市,5204
5205,毕节市,city,52,中国贵州省毕节市,5205
5206,铜仁市,city,52,中国贵州省铜仁市,5206
5223,黔西南布依族苗族自治州,city,52,中国贵州省黔西南布依族苗族自治州,5223
5226,黔东南苗族侗族自治州,city,52,中国贵州省黔东南苗族侗族自治州,5226
5227,黔南布依族苗族自治州,city,52,中国贵州省黔南布依族苗族自治州,5227
5301,昆明市,city,53,中国云南省昆明市,5301
5303,曲靖市,city,53,中国云南省曲靖市,5303
5304,玉溪市,city,53,中国云南省玉溪市,5304
5305,保山市,city,53,中国云南省保山市,5305
5306,昭通市,city,53,中国云南省昭通市,5306
5307,丽江市,city,53,中国云南省丽江市,5307
5308,普洱市,city,53,中国云南省普洱市,5308
5309,临沧市,city,53,中国云南省临沧市,5309
5323,楚雄彝族自治州,city,53,中国云南省楚雄彝族自治州,5323
5325,红河哈尼族彝族自治州,city,53,中国云南省红河哈尼族彝族自治州,5325
5326,文山壮族苗族自治州,city,53,中国云南省文山壮族苗族自治州,5326
5328,西双版纳傣族自治州,city,53,中国云南省西双版纳傣族自治州,5328
5329,大理白族自治州,city,53,中国云南省大理白族自治州,5329
5331,德宏傣族景颇族自治州,city,53,中国云南省德宏傣族景颇族自治州,5331
5333,怒江傈僳族自治州,city,53,中国云南省怒江傈僳族自治州,5333
5334,迪庆藏族自治州,city,53,中国云南省迪庆藏族自治州,5334
5401,拉萨市,city,54,中国西藏自治区拉萨市,5401
5402,日喀则市,city,54,中国西藏自治区日喀则市,5402
5403,昌都市,city,54,中国西藏自治区昌都市,5403
5404,林芝市,city,54,中国西藏自治区林芝市,5404
5405,山南市,city,54,中国西藏自治区山南市,5405
5406,那曲市,city,54,中国西藏自治区那曲市,5406
5425,阿里地区,city,54,中国西藏自治区阿里地区,5425
6101,西安市,city,61,中国陕西省西安市,6101
6102,铜川市,city,61,中国陕西省铜川市,6102
6103,宝鸡市,city,61,中国陕西省宝鸡市,6103
6104,咸阳市,city,61,中国陕西省咸阳市,6104
6105,渭南市,city,61,中国陕西省渭南市,6105
6106,延安市,city,61,中国陕西省延安市,6106
6107,汉中市,city,61,中国陕西省汉中市,6107
6108,榆林市,city,61,中国陕西省榆林市,6108
6109,安康市,city,61,中国陕西省安康市,6109
6110,商洛市,city,61,中国陕西省商洛市,6110
6201,兰州市,city,62,中国甘肃省兰州市,6201
6202,嘉峪关市,city,62,中国甘肃省嘉峪关市,6202
6203,金昌市,city,62,中国甘肃省金昌市,6203
6204,白银市,city,62,中国甘肃省白银市,6204
6205,天水市,city,62,中国甘肃省天水市,6205
6206,武威市,city,62,中国甘肃省武威市,6206
6207,张掖市,city,62,中国甘肃省张掖市,6207
6208,平凉市,city,62,中国甘肃省平凉市,6208
6209,酒泉市,city,62,中国甘肃省酒泉市,6209
6210,庆阳市,city,62,中国甘肃省庆阳市,6210
6211,定西市,city,62,中国甘肃省定西市,6211
6212,陇南市,city,62,中国甘肃省陇南市,6212
6229,临夏回族自治州,city,62,中国甘肃省临夏回族自治州,6229
6230,甘南藏族自治州,city,62,中国甘肃省甘南藏族自治州,6230
6301,西宁市,city,63,中国青海省西宁市,6301
6302,海东市,city,63,中国青海省海东市,6302
6322,海北藏族自治州,city,63,中国青海省海北藏族自治州,6322
6323,黄南藏族自治州,city,63,中国青海省黄南藏族自治州,6323
6325,海南藏族自治州,city,63,中国青海省海南藏族自治州,6325
6326,果洛藏族自治州,city,63,中国青海省果洛藏族自治州,6326
6327,玉树藏族自治州,city,63,中国青海省玉树藏族自治州,6327
6328,海西蒙古族藏族自治州,city,63,中国青海省海西蒙古族藏族自治州,6328
6401,银川市,city,64,中国宁夏回族自治区银川市,6401
6402,石嘴山市,city,64,中国宁夏回族自治区石嘴山市,6402
6403,吴忠市,city,64,中国宁夏回族自治区吴忠市,6403
6404,固原市,city,64,中国宁夏回族自治区固原市,6404
6405,中卫市,city,64,中国宁夏回族自治区中卫市,6405
6501,乌鲁木齐市,city,65,中国新疆维吾尔自治区乌鲁木齐市,6501
6502,克拉玛依市,city,65,中国新疆维吾尔自治区克拉玛依市,6502
6504,吐鲁番市,city,65,中国新疆维吾尔自治区吐鲁番市,6504
6505,哈密市,city,65,中国新疆维吾尔自治区哈密市,6505
6523,昌吉回族自治州,city,65,中国新疆维吾尔自治区昌吉回族自治州,6523
6527,博尔塔拉蒙古自治州,city,65,中国新疆维吾尔自治区博尔塔拉蒙古自治州,6527
6528,巴音郭楞蒙古自治州,city,65,中国新疆维吾尔自治区巴音郭楞蒙古自治州,6528
6529,阿克苏地区,city,65,中国新疆维吾尔自治区阿克苏地区,6529
6530,克孜勒苏柯尔克孜自治州,city,65,中国新疆维吾尔自治区克孜勒苏柯尔克孜自治州,6530
6531,喀什地区,city,65,中国新疆维吾尔自治区喀什地区,6531
6532,和田地区,city,65,中国新疆维吾尔自治区和田地区,6532
6540,伊犁哈萨克自治州,city,65,中国新疆维吾尔自治区伊犁哈萨克自治州,6540
6542,塔城地区,city,65,中国新疆维吾尔自治区塔城地区,6542
6543,阿勒泰地区,city,65,中国新疆维吾尔自治区阿勒泰地区,6543
6590,自治区直辖县级行政区划,city,65,中国新疆维吾尔自治区自治区直辖县级行政区划,6590
110101,东城区,district,1101,中国北京市市辖区东城区,110101
110102,西城区,district,1101,中国北京市市辖区西城区,110102
110105,朝阳区,district,1101,中国北京市市辖区朝阳区,110105
110106,丰台区,district,1101,中国北京市市辖区丰台区,110106
110107,石景山区,district,1101,中国北京市市辖区石景山区,110107
110108,海淀区,district,1101,中国北京市市辖区海淀区,110108
110109,门头沟区,district,1101,中国北京市市辖区门头沟区,110109
110111,房山区,district,1101,中国北京市市辖区房山区,110111
110112,通州区,district,1101,中国北京市市辖区通州区,110112
110113,顺义区,district,1101,中国北京市市辖区顺义区,110113
110114,昌平区,district,1101,中国北京市市辖区昌平区,110114
110115,大兴区,district,1101,中国北京市市辖区大兴区,110115
110116,怀柔区,district,1101,中国北京市市辖区怀柔区,110116
110117,平谷区,district,1101,中国北京市市辖区平谷区,110117
110118,密云区,district,1101,中国北京市市辖区密云区,110118
110119,延庆区,district,1101,中国北京市市辖区延庆区,110119
120101,和平区,district,1201,中国天津市市辖区和平区,120101
120102,河东区,district,1201,中国天津市市辖区河东区,120102
120103,河西区,district,1201,中国天津市市辖区河西区,120103
120104,南开区,district,1201,中国天津市市辖区南开区,120104
120105,河北区,district,1201,中国天津市市辖区河北区,120105
120106,红桥区,district,1201,中国天津市市辖区红桥区,120106
120110,东丽区,district,1201,中国天津市市辖区东丽区,120110
120111,西青区,district,1201,中国天津市市辖区西青区,120111
120112,津南区,district,1201,中国天津市市辖区津南区,120112
120113,北辰区,district,1201,中国天津市市辖区北辰区,120113
120114,武清区,district,1201,中国天津市市辖区武清区,120114
120115,宝坻区,district,1201,中国天津市市辖区宝坻区,120115
120116,滨海新区,district,1201,中国天津市市辖区滨海新区,120116
120117,宁河区,district,1201,中国天津市市辖区宁河区,120117
120118,静海区,district,1201,中国天津市市辖区静海区,120118
120119,蓟州区,district,1201,中国天津市市辖区蓟州区,120119
130102,长安区,district,1301,中国河北省石家庄市长安区,130102
130104,桥西区,district,1301,中国河北省石家庄市桥西区,130104
130105,新华区,district,1301,中国河北省石家庄市新华区,130105
130107,井陉矿区,district,1301,中国河北省石家庄市井陉矿区,130107
130108,裕华区,district,1301,中国河北省石家庄市裕华区,130108
130109,藁城区,district,1301,中国河北省石家庄市藁城区,130109
130110,鹿泉区,district,1301,中国河北省石家庄市鹿泉区,130110
130111,栾城区,district,1301,中国河北省石家庄市栾城区,130111
130121,井陉县,district,1301,中国河北省石家庄市井陉县,130121
130123,正定县,district,1301,中国河北省石家庄市正定县,130123
130125,行唐县,district,1301,中国河北省石家庄市行唐县,130125
130126,灵寿县,district,1301,中国河北省石家庄市灵寿县,130126
130127,高邑县,district,1301,中国河北省石家庄市高邑县,130127
130128,深泽县,district,1301,中国河北省石家庄市深泽县,130128
130129,赞皇县,district,1301,中国河北省石家庄市赞皇县,130129
130130,无极县,district,1301,中国河北省石家庄市无极县,130130
130131,平山县,district,1301,中国河北省石家庄市平山县,130131
130132,元氏县,district,1301,中国河北省石家庄市元氏县,130132
130133,赵县,district,1301,中国河北省石家庄市赵县,130133
130171,石家庄高新技术产业开发区,district,1301,中国河北省石家庄市石家庄高新技术产业开发区,130171
130172,石家庄循环化工园区,district,1301,中国河北省石家庄市石家庄循环化工园区,130172
130181,辛集市,district,1301,中国河北省石家庄市辛集市,130181
130183,晋州市,district,1301,中国河北省石家庄市晋州市,130183
130184,新乐市,district,1301,中国河北省石家庄市新乐市,130184
130202,路南区,district,1302,中国河北省唐山市路南区,130202
130203,路北区,district,1302,中国河北省唐山市路北区,130203
130204,古冶区,district,1302,中国河北省唐山市古冶区,130204
130205,开平区,district,1302,中国河北省唐山市开平区,130205
130207,丰南区,district,1302,中国河北省唐山市丰南区,130207
130208,丰润区,district,1302,中国河北省唐山市丰润区,130208
130209,曹妃甸区,district,1302,中国河北省唐山市曹妃甸区,130209
130224,滦南县,district,1302,中国河北省唐山市滦南县,130224
130225,乐亭县,district,1302,中国河北省唐山市乐亭县,130225
130227,迁西县,district,1302,中国河北省唐山市迁西县,130227
130229,玉田县,district,1302,中国河北省唐山市玉田县,130229
130271,河北唐山芦台经济开发区,district,1302,中国河北省唐山市河北唐山芦台经济开发区,130271
130272,唐山市汉沽管理区,district,1302,中国河北省唐山市唐山市汉沽管理区,130272
130273,唐山高新技术产业开发区,district,1302,中国河北省唐山市唐山高新技术产业开发区,130273
130274,河北唐山海港经济开发区,district,1302,中国河北省唐山市河北唐山海港经济开发区,130274
130281,遵化市,district,1302,中国河北省唐山市遵化市,130281
130283,迁安市,district,1302,中国河北省唐山市迁安市,130283
130284,滦州市,district,1302,中国河北省唐山市滦州市,130284
130302,海港区,district,1303,中国河北省秦皇岛市海港区,130302
130303,山海关区,district,1303,中国河北省秦皇岛市山海关区,130303
130304,北戴河区,district,1303,中国河北省秦皇岛市北戴河区,130304
130306,抚宁区,district,1303,中国河北省秦皇岛市抚宁区,130306
130321,青龙满族自治县,district,1303,中国河北省秦皇岛市青龙满族自治县,130321
130322,昌黎县,district,1303,中国河北省秦皇岛市昌黎县,130322
130324,卢龙县,district,1303,中国河北省秦皇岛市卢龙县,130324
130371,秦皇岛市经济技术开发区,district,1303,中国河北省秦皇岛市秦皇岛市经济技术开发区,130371
130372,北戴河新区,district,1303,中国河北省秦皇岛市北戴河新区,130372
130402,邯山区,district,1304,中国河北省邯郸市邯山区,130402
130403,丛台区,district,1304,中国河北省邯郸市丛台区,130403
130404,复兴区,district,1304,中国河北省邯郸市复兴区,130404
130406,峰峰矿区,district,1304,中国河北省邯郸市峰峰矿区,130406
130407,肥乡区,district,1304,中国河北省邯郸市肥乡区,130407
130408,永年区,district,1304,中国河北省邯郸市永年区,130408
130423,临漳县,district,1304,中国河北省邯郸市临漳县,130423
130424,成安县,district,1304,中国河北省邯郸市成安县,130424
130425,大名县,district,1304,中国河北省邯郸市大名县,130425
130426,涉县,district,1304,中国河北省邯郸市涉县,130426
130427,磁县,district,1304,中国河北省邯郸市磁县,130427
130430,邱县,district,1304,中国河北省邯郸市邱县,130430
130431,鸡泽县,district,1304,中国河北省邯郸市鸡泽县,130431
130432,广平县,district,1304,中国河北省邯郸市广平县,130432
130433,馆陶县,district,1304,中国河北省邯郸市馆陶县,130433
130434,魏县,district,1304,中国河北省邯郸市魏县,130434
130435,曲周县,district,1304,中国河北省邯郸市曲周县,130435
130471,邯郸经济技术开发区,district,1304,中国河北省邯郸市邯郸经济技术开发区,130471
130473,邯郸冀南新区,district,1304,中国河北省邯郸市邯郸冀南新区,130473
130481,武安市,district,1304,中国河北省邯郸市武安市,130481
130502,襄都区,district,1305,中国河北省邢台市襄都区,130502
130503,信都区,district,1305,中国河北省邢台市信都区,130503
130505,任泽区,district,1305,中国河北省邢台市任泽区,130505
130506,南和区,district,1305,中国河北省邢台市南和区,130506
130522,临城县,district,1305,中国河北省邢台市临城县,130522
130523,内丘县,district,1305,中国河北省邢台市内丘县,130523
130524,柏乡县,district,1305,中国河北省邢台市柏乡县,130524
130525,隆尧县,district,1305,中国河北省邢台市隆尧县,130525
130528,宁晋县,district,1305,中国河北省邢台市宁晋县,130528
130529,巨鹿县,district,1305,中国河北省邢台市巨鹿县,130529
